Temperatura (°C)	Tempo (s)
26.0			1
26.0			10
26.1			100
26.4			200
26.9			350
27.1			500
28.2			790
28.9			1010
29.8			1280
30.2			1650
30.7			1780
31.2			2200
31.9			2500
32.5			2960
32.8			3600
33.1			3850
33.1			4000
31.2			4280
	
